strongs_num,strongs_id,lemma,translit,english_default,definition,occurrences,lang,existing_rendering,proposed_rendering,status,notes
3619,G3619,οἰκοδομή,oikodomḗ,building,":--building, edify(-ication, -ing).",18,vi,,sự gây dựng,needs_review,
4166,G4166,ποιμήν,poimḗn,shepherd,":--shepherd, pastor.",18,vi,,người chăn,needs_review,
4171,G4171,πόλεμος,pólemos,war,":--battle, fight, war.",18,vi,,chiến tranh,needs_review,
4440,G4440,πυλών,pylṓn,gate,":--gate, porch.",18,vi,,cổng,needs_review,
4735,G4735,στέφανος,stéphanos,crown,:--crown.,18,vi,,mão triều thiên,needs_review,
706,G706,ἀριθμός,arithmós,number,:--number.,17,vi,,số,needs_review,
859,G859,ἄφεσις,áphesis,forgiveness,":--deliverance, forgiveness,  liberty, remission.",17,vi,,sự tha thứ,needs_review,
1033,G1033,βρῶμα,brōma,food,":--meat,  victuals.",17,vi,,đồ ăn,needs_review,
2205,G2205,ζῆλος,zēlos,zeal,":--emulation, envy(-ing),  fervent mind, indignation, jealousy, zeal.",17,vi,,lòng sốt sắng,needs_review,
2542,G2542,Καισάρεια,Kaisáreia,Caesarea,:--Cæsarea.,17,vi,,Sê-sa-rê,needs_review,
2923,G2923,κριτής,kritḗs,judge,:--judge.,17,vi,,quan án,needs_review,
4138,G4138,πλήρωμα,plḗrōma,fullness,":--which is put in to  fill up, piece that filled up, fulfilling, full, fulness.",17,vi,,sự đầy dẫy,needs_review,
4491,G4491,ῥίζα,rhíza,root,:--root.,17,vi,,rễ,needs_review,
4569,G4569,Σαῦλος,Saûlos,Saul,:--Saul.,17,vi,,Sau-lơ,needs_review,
5486,G5486,χάρισμα,chárisma,gift,:--(free)  gift.,17,vi,,ân tứ,needs_review,
1062,G1062,γάμος,gámos,wedding,":--marriage, wedding.",16,vi,,hôn lễ,needs_review,
1173,G1173,δεῖπνον,deîpnon,supper,":--feast, supper.",16,vi,,bữa ăn tối,needs_review,
1198,G1198,δέσμιος,désmios,prisoner,":--in bonds, prisoner.",16,vi,,tù nhân,needs_review,
1220,G1220,δηνάριον,dēnárion,denarius,":--pence, penny(-worth).",16,vi,,đơ-ni-ê,needs_review,
2040,G2040,ἐργάτης,ergátēs,worker,":--labourer, worker(-men).",16,vi,,người làm việc,needs_review,
2129,G2129,εὐλογία,eulogía,blessing,":--blessing (a matter of) bounty (X -tifully), fair speech.",16,vi,,phước lành,needs_review,
2310,G2310,θεμέλιος,themélios,foundation,:--foundation.,16,vi,,nền,needs_review,
2462,G2462,ἵππος,híppos,horse,:--horse.,16,vi,,ngựa,needs_review,
2584,G2584,Καπερναούμ,Kapernaoúm,Capernaum,:--Capernaum.,16,vi,,Ca-bê-na-um,needs_review,
2812,G2812,κλέπτης,kléptēs,thief,:--thief.,16,vi,,kẻ trộm,needs_review,
3077,G3077,λύπη,lýpē,sorrow,":--grief, grievous, + grudgingly,  heaviness, sorrow.",16,vi,,buồn rầu,needs_review,
3566,G3566,νυμφίος,nymphíos,bridegroom,:--bridegroom.,16,vi,,chàng rể,needs_review,
3804,G3804,πάθημα,páthēma,suffering,":-- affection,  affliction, motion, suffering.",16,vi,,sự đau khổ,needs_review,
4073,G4073,πέτρα,pétra,rock,:--rock.,16,vi,,đá,needs_review,
4215,G4215,ποταμός,potamós,river,":--flood,  river, stream, water.",16,vi,,sông,needs_review,
4653,G4653,σκοτία,skotía,darkness,:--dark(-ness).,16,vi,,bóng tối,needs_review,
4808,G4808,συκῆ,sykē,fig tree,:--fig tree.,16,vi,,cây vả,needs_review,
4973,G4973,σφραγίς,sphragís,seal,:--seal.,16,vi,,ấn,needs_review,
5059,G5059,τέρας,téras,wonder,:--wonder.,16,vi,,dấu lạ,needs_review,
5160,G5160,τροφή,trophḗ,food,":--food, meat.",16,vi,,đồ ăn,needs_review,
5179,G5179,τύπος,týpos,pattern,":--en-(ex-)ample, fashion, figure,  form, manner, pattern, print.",16,vi,,mẫu,needs_review,
458,G458,ἀνομία,anomía,lawlessness,":--iniquity, X transgress(-ion of) the law, unrighteousness.",15,vi,,sự gian ác,needs_review,
1121,G1121,γράμμα,grámma,letter,":--bill, learning, letter, scripture, writing, written.",15,vi,,chữ,needs_review,
1154,G1154,Δαμασκός,Damaskós,Damascus,:--Damascus.,15,vi,,Đa-mách,needs_review,
1636,G1636,ἐλαία,elaía,olive tree,":--olive (berry, tree).",15,vi,,cây ô-li-ve,needs_review,
2150,G2150,εὐσέβεια,eusébeia,godliness,":--godliness, holiness.",15,vi,,lòng tin kính,needs_review,
2169,G2169,εὐχαριστία,eucharistía,thanksgiving,":--thankfulness, (giving of) thanks(-giving).",15,vi,,sự tạ ơn,needs_review,
2181,G2181,Ἔφεσος,Éphesos,Ephesus,:--Ephesus.,15,vi,,Ê-phê-sô,needs_review,
2359,G2359,θρίξ,thríx,hair,:--hair.,15,vi,,tóc,needs_review,
2446,G2446,Ἰορδάνης,Iordánēs,Jordan,:--Jordan.,15,vi,,Sông Giô-đanh,needs_review,
2818,G2818,κληρονόμος,klēronómos,heir,:--heir.,15,vi,,người kế tự,needs_review,
2976,G2976,Λάζαρος,Lázaros,Lazarus,:--Lazarus.,15,vi,,La-xa-rơ,needs_review,
3027,G3027,λῃστής,lēistḗs,robber,":--robber, thief.",15,vi,,kẻ cướp,needs_review,
3480,G3480,Ναζωραῖος,Nazōraîos,Nazarene,":--Nazarene, of Nazareth.",15,vi,,Người Na-xa-rét,needs_review,
3625,G3625,οἰκουμένη,oikouménē,world,":--earth, world.",15,vi,,thế gian,needs_review,
4625,G4625,σκάνδαλον,skándalon,stumbling block,":--occasion to fall (of stumbling), offence, thing that offends,  stumblingblock.",15,vi,,gây vấp phạm,needs_review,
5007,G5007,τάλαντον,tálanton,talent,:--talent.,15,vi,,ta-lâng,needs_review,
5103,G5103,Τίτος,Títos,Titus,:--Titus.,15,vi,,Tít,needs_review,
5132,G5132,τράπεζα,trápeza,table,":--bank, meat, table.",15,vi,,bàn,needs_review,
5218,G5218,ὑπακοή,hypakoḗ,obedience,":--obedience, (make) obedient, obey(-ing).",15,vi,,sự vâng phục,needs_review,
5528,G5528,χόρτος,chórtos,grass,":--blade, grass, hay.",15,vi,,cỏ,needs_review,
173,G173,ἄκανθα,ákantha,thorn,:--thorn.,14,vi,,gai,needs_review,
910,G910,Βαπτιστής,Baptistḗs,Baptist,:--Baptist.,14,vi,,Giăng Báp-tít,needs_review,
1261,G1261,διαλογισμός,dialogismós,reasoning,":--dispute, doubtful(-ing), imagination,  reasoning, thought.",14,vi,,sự suy luận,needs_review,
1654,G1654,ἐλεημοσύνη,eleēmosýnē,alms,:--alms(-deeds).,14,vi,,bố thí,needs_review,
1763,G1763,ἐνιαυτός,eniautós,year,:--year.,14,vi,,năm,needs_review,
2495,G2495,Ἰωνᾶς,Iōnâs,Jonah,:--Jonas.,14,vi,,Giô-na,needs_review,
2817,G2817,κληρονομία,klēronomía,inheritance,:--inheritance.,14,vi,,cơ nghiệp,needs_review,
3088,G3088,λύχνος,lýchnos,lamp,":--candle, light.",14,vi,,đèn,needs_review,
3115,G3115,μακροθυμία,makrothymía,patience,":--longsuffering, patience.",14,vi,,sự nhịn nhục,needs_review,
3464,G3464,μύρον,mýron,ointment,:--ointment.,14,vi,,dầu thơm,needs_review,
3789,G3789,ὄφις,óphis,serpent,:--serpent.,14,vi,,con rắn,needs_review,
3933,G3933,παρθένος,parthénos,virgin,:--virgin.,14,vi,,trinh nữ,needs_review,
4071,G4071,πετεινόν,peteinón,bird,":--bird,  fowl.",14,vi,,chim,needs_review,
4523,G4523,Σαδδουκαῖος,Saddoukaîos,Sadducee,:--Sadducee.,14,vi,,Sa-đu-sê,needs_review,
4578,G4578,σεισμός,seismós,earthquake,":--earthquake, tempest.",14,vi,,động đất,needs_review,
4621,G4621,σῖτος,sîtos,wheat,":--corn, wheat.",14,vi,,lúa mì,needs_review,
5449,G5449,φύσις,phýsis,nature,":--(man-)kind,  nature(-al).",14,vi,,bản tính,needs_review,
5519,G5519,χοῖρος,choîros,swine,:--swine.,14,vi,,heo,needs_review,
391,G391,ἀναστροφή,anastrophḗ,conduct,:--conversation.,13,vi,,cách ăn ở,needs_review,
406,G406,Ἀνδρέας,Andréas,Andrew,:--Andrew.,13,vi,,Anh-rê,needs_review,
976,G976,βίβλος,bíblos,book,:--book.,13,vi,,sách,needs_review,
1271,G1271,διάνοια,diánoia,mind,":-- imagination, mind,  understanding.",13,vi,,tâm trí,needs_review,
1404,G1404,δράκων,drákōn,dragon,:--dragon.,13,vi,,con rồng,needs_review,
2219,G2219,ζύμη,zýmē,leaven,:--leaven.,13,vi,,men,needs_review,
2326,G2326,θερισμός,therismós,harvest,:--harvest.,13,vi,,mùa gặt,needs_review,
2586,G2586,καπνός,kapnós,smoke,:--smoke.,13,vi,,khói,needs_review,
2819,G2819,κλῆρος,klēros,lot,":--heritage, inheritance, lot, part.",13,vi,,phần cơ nghiệp,needs_review,
3136,G3136,Μάρθα,Mártha,Martha,:--Martha.,13,vi,,Ma-thê,needs_review,
3358,G3358,μέτρον,métron,measure,:-- measure.,13,vi,,cái lường,needs_review,
3814,G3814,παιδίσκη,paidískē,maidservant,":--bondmaid(-woman), damsel, maid(-en).",13,vi,,đầy tớ gái,needs_review,
3862,G3862,παράδοσις,parádosis,tradition,":--ordinance, tradition.",13,vi,,truyền khẩu,needs_review,
4516,G4516,Ῥώμη,Rhṓmē,Rome,:--Rome.,13,vi,,Rô-ma,needs_review,
4609,G4609,Σίλας,Sílas,Silas,:--Silas.,13,vi,,Si-la,needs_review,
5158,G5158,τρόπος,trópos,way,":--(even) as, conversation, (+  like) manner, (+ by any) means, way.",13,vi,,cách,needs_review,
5347,G5347,Φῆστος,Phēstos,Festus,:--Festus.,13,vi,,Phê-tu,needs_review,
5557,G5557,χρυσός,chrysós,gold,:--gold.,13,vi,,vàng,needs_review,
67,G67,Ἀγρίππας,Agríppas,Agrippa,:--Agrippa.,12,vi,,Ạc-ríp-ba,needs_review,
220,G220,ἀλέκτωρ,aléktōr,rooster,:--cock.,12,vi,,gà trống,needs_review,
570,G570,ἀπιστία,apistía,unbelief,:--unbelief.,12,vi,,sự chẳng tin,needs_review,
779,G779,ἀσκός,askós,wineskin,:--bottle.,12,vi,,cái bầu da,needs_review,
833,G833,αὐλή,aulḗ,courtyard,":--court, (sheep-)fold, hall, palace.",12,vi,,sân,needs_review,
897,G897,Βαβυλών,Babylṓn,Babylon,:-- Babylon.,12,vi,,Ba-by-lôn,needs_review,
968,G968,βῆμα,bēma,judgment seat,":--judgment-seat, set (foot) on, throne.",12,vi,,tòa án,needs_review,
1012,G1012,βουλή,boulḗ,counsel,":--+ advise, counsel, will.",12,vi,,ý chỉ,needs_review,
1027,G1027,βροντή,brontḗ,thunder,:--thunder(-ing).,12,vi,,sấm sét,needs_review,
1067,G1067,γέεννα,géenna,hell,:--hell.,12,vi,,hỏa ngục,needs_review,
1119,G1119,γόνυ,góny,knee,:--knee(X -l).,12,vi,,đầu gối,needs_review,
1350,G1350,δίκτυον,díktyon,net,:--net.,12,vi,,lưới,needs_review,
1388,G1388,δόλος,dólos,deceit,":--craft,  deceit, guile, subtilty.",12,vi,,sự dối trá,needs_review,
1485,G1485,ἔθος,éthos,custom,":--custom, manner, be  wont.",12,vi,,thói quen,needs_review,
2199,G2199,Ζεβεδαῖος,Zebedaîos,Zebedee,:--Zebedee.,12,vi,,Xê-bê-đê,needs_review,
2381,G2381,Θωμᾶς,Thōmâs,Thomas,:--Thomas.,12,vi,,Thô-ma,needs_review,
2563,G2563,κάλαμος,kálamos,reed,":--pen, reed.",12,vi,,cây sậy,needs_review,
2746,G2746,καύχησις,kaúchēsis,boasting,":--boasting, whereof I may glory, glorying,  rejoicing.",12,vi,,sự khoe mình,needs_review,
2895,G2895,κράββατος,krábbatos,bed,:--bed.,12,vi,,cái giường,needs_review,
2904,G2904,κράτος,krátos,power,":--dominion, might(-ily), power, strength.",12,vi,,quyền năng,needs_review,
3042,G3042,λιμός,limós,famine,":--dearth, famine, hunger.",12,vi,,nạn đói,needs_review,
3087,G3087,λυχνία,lychnía,lampstand,:--candlestick.,12,vi,,chân đèn,needs_review,
3094,G3094,Μαγδαληνή,Magdalēnḗ,Magdalene,:--Magdalene.,12,vi,,Ma-đơ-len,needs_review,
3554,G3554,νόσος,nósos,disease,":--disease, infirmity, sickness.",12,vi,,bệnh,needs_review,
3599,G3599,ὀδούς,odoús,tooth,:--tooth.,12,vi,,răng,needs_review,
3617,G3617,οἰκοδεσπότης,oikodespótēs,householder,":--goodman (of the house),  householder, master of the house.",12,vi,,chủ nhà,needs_review,
3705,G3705,ὅραμα,hórama,vision,":--sight, vision.",12,vi,,sự hiện thấy,needs_review,
4077,G4077,πηγή,pēgḗ,spring,":--fountain, well.",12,vi,,suối,needs_review,
4204,G4204,πόρνη,pórnē,prostitute,":--harlot,  whore.",12,vi,,gái điếm,needs_review,
4240,G4240,πραΰτης,praÿtēs,meekness,:--meekness.,12,vi,,sự nhu mì,needs_review,
4286,G4286,πρόθεσις,próthesis,purpose,":--purpose, shew(-bread).",12,vi,,mục đích,needs_review,
4454,G4454,πῶλος,pōlos,colt,:--colt.,12,vi,,lừa con,needs_review,
4464,G4464,ῥάβδος,rhábdos,rod,":--rod, sceptre, staff.",12,vi,,gậy,needs_review,
4672,G4672,Σολομών,Solomṓn,Solomon,:--Solomon.,12,vi,,Sa-lô-môn,needs_review,
4710,G4710,σπουδή,spoudḗ,diligence,":--business, (earnest) care(-fulness), diligence,  forwardness, haste.",12,vi,,sự siêng năng,needs_review,
5357,G5357,φιάλη,phiálē,bowl,:--vial.,12,vi,,cái bát,needs_review,
58,G58,ἀγορά,agorá,marketplace,":--market(-place), street.",11,vi,,chợ,needs_review,
86,G86,ᾅδης,háidēs,Hades,":--grave, hell.",11,vi,,Âm phủ,needs_review,
254,G254,ἅλυσις,hálysis,chain,":--bonds, chain.",11,vi,,xiềng,needs_review,
367,G367,Ἀνανίας,Ananías,Ananias,:--Ananias.,11,vi,,A-na-nia,needs_review,
882,G882,Ἀχαΐα,Achaḯa,Achaia,:--Achaia.,11,vi,,A-chai,needs_review,
912,G912,Βαραββᾶς,Barabbâs,Barabbas,:--Barabbas.,11,vi,,Ba-ra-ba,needs_review,
963,G963,Βηθανία,Bēthanía,Bethany,:--Bethany.,11,vi,,Bê-tha-ni,needs_review,
979,G979,βίος,bíos,living,":--good, life, living.",11,vi,,đời sống,needs_review,
1035,G1035,βρῶσις,brōsis,food,":--eating,  food, meat.",11,vi,,thức ăn,needs_review,
1057,G1057,Γαλιλαῖος,Galilaîos,Galilean,":--Galilean, of Galilee.",11,vi,,người Ga-li-lê,needs_review,
1144,G1144,δάκρυ,dákry,tear,:--tear.,11,vi,,nước mắt,needs_review,
1431,G1431,δωρεά,dōreá,gift,:--gift.,11,vi,,quà tặng,needs_review,
1497,G1497,εἴδωλον,eídōlon,idol,:--idol.,11,vi,,thần tượng,needs_review,
1637,G1637,ἔλαιον,élaion,oil,:--oil.,11,vi,,dầu,needs_review,
1657,G1657,ἐλευθερία,eleuthería,freedom,:--liberty.,11,vi,,tự do,needs_review,
1868,G1868,ἔπαινος,épainos,praise,:--praise.,11,vi,,lời khen ngợi,needs_review,
2197,G2197,Ζαχαρίας,Zacharías,Zacharias,:--Zacharias.,11,vi,,Xa-cha-ri,needs_review,
2469,G2469,Ἰσκαριώτης,Iskariṓtēs,Iscariot,:--Iscariot.,11,vi,,Iscariốt,needs_review,
2479,G2479,ἰσχύς,ischýs,strength,":--ability, might(-ily),  power, strength.",11,vi,,sức mạnh,needs_review,
2549,G2549,κακία,kakía,malice,":--evil, malice(-iousness),  naughtiness, wickedness.",11,vi,,sự độc ác,needs_review,
2602,G2602,καταβολή,katabolḗ,foundation,":--conceive, foundation.",11,vi,,sự sáng lập,needs_review,
2745,G2745,καύχημα,kaúchēma,boasting,":--boasting, (whereof) to glory (of), glorying,  rejoice(-ing).",11,vi,,sự khoe mình,needs_review,
2768,G2768,κέρας,kéras,horn,:--horn.,11,vi,,sừng,needs_review,
2798,G2798,κλάδος,kládos,branch,:--branch.,11,vi,,nhánh,needs_review,
2821,G2821,κλῆσις,klēsis,calling,:--calling.,11,vi,,sự kêu gọi,needs_review,
3725,G3725,ὅριον,hórion,border,":--border, coast.",11,vi,,biên giới,needs_review,
4229,G4229,πρᾶγμα,prâgma,matter,":--business, matter, thing, work.",11,vi,,việc,needs_review,
4536,G4536,σάλπιγξ,sálpinx,trumpet,:--trump(-et).,11,vi,,kèn,needs_review,
4540,G4540,Σαμάρεια,Samáreia,Samaria,:--Samaria.,11,vi,,Sa-ma-ri,needs_review,
4605,G4605,Σιδών,Sidṓn,Sidon,:--Sidon.,11,vi,,Si-đôn,needs_review,
4698,G4698,σπλάγχνον,splánchnon,affection,":--bowels, inward affection, +  tender mercy.",11,vi,,lòng thương xót,needs_review,
5184,G5184,Τύρος,Týros,Tyre,:--Tyre.,11,vi,,Ty-rơ,needs_review,
5509,G5509,χιτών,chitṓn,tunic,":--clothes, coat, garment.",11,vi,,áo dài,needs_review,
5578,G5578,ψευδοπροφήτης,pseudoprophḗtēs,false prophet,:--false prophet.,11,vi,,tiên tri giả,needs_review,
38,G38,ἁγιασμός,hagiasmós,sanctification,":--holiness, sanctification.",10,vi,,sự nên thánh,needs_review,
167,G167,ἀκαθαρσία,akatharsía,uncleanness,:--uncleanness.,10,vi,,sự ô uế,needs_review,
395,G395,ἀνατολή,anatolḗ,east,":--dayspring, east, rising.",10,vi,,phương đông,needs_review,
625,G625,Ἀπολλῶς,Apollōs,Apollos,:--Apollos.,10,vi,,A-bô-lô,needs_review,
629,G629,ἀπολύτρωσις,apolýtrōsis,redemption,":--deliverance, redemption.",10,vi,,sự cứu chuộc,needs_review,
783,G783,ἀσπασμός,aspasmós,greeting,":--greeting, salutation.",10,vi,,lời chào,needs_review,
1203,G1203,δεσπότης,despótēs,master,":--Lord, master.",10,vi,,chủ,needs_review,
1345,G1345,δικαίωμα,dikaíōma,ordinance,":--judgment, justification, ordinance, righteousness.",10,vi,,mạng lịnh,needs_review,
1375,G1375,διωγμός,diōgmós,persecution,:--persecution.,10,vi,,sự bắt bớ,needs_review,
2445,G2445,Ἰόππη,Ióppē,Joppa,:--Joppa.,10,vi,,Gióp-bê,needs_review,
2825,G2825,κλίνη,klínē,bed,":--bed,  table.",10,vi,,giường,needs_review,
2844,G2844,κοινωνός,koinōnós,partner,":--companion, X fellowship,  partaker, partner.",10,vi,,bạn đồng công,needs_review,
2883,G2883,Κορνήλιος,Kornḗlios,Cornelius,:--Cornelius.,10,vi,,Cọt-nây,needs_review,
3041,G3041,λίμνη,límnē,lake,:--lake.,10,vi,,hồ,needs_review,
3495,G3495,νεανίσκος,neanískos,young man,:--young man.,10,vi,,người trai trẻ,needs_review,
3623,G3623,οἰκονόμος,oikonómos,steward,":--chamberlain, governor, steward.",10,vi,,quản gia,needs_review,
3727,G3727,ὅρκος,hórkos,oath,:--oath.,10,vi,,lời thề,needs_review,
3841,G3841,παντοκράτωρ,pantokrátōr,Almighty,":--Almighty, Omnipotent.",10,vi,,Đấng Toàn Năng,needs_review,
3925,G3925,παρεμβολή,parembolḗ,camp,":--army, camp, castle.",10,vi,,trại quân,needs_review,
4058,G4058,περιστερά,peristerá,dove,":--dove, pigeon.",10,vi,,chim bồ câu,needs_review,
4106,G4106,πλάνη,plánē,error,":--deceit, to deceive,  delusion, error.",10,vi,,lầm lạc,needs_review,
